Index,compound_id,protein_id,Activity %,Ki (nM),pKi
845,CHEMBL261849,Q5S007,92.62356093,2511.88643150958,5.6
846,CHEMBL261849,Q7L7X3,109.5862824,6309.57344480194,5.2
847,CHEMBL261849,Q8IU85,93.02044401,2511.88643150958,5.6
848,CHEMBL261849,Q9HAZ1,86.49520162,2511.88643150958,5.6
849,CHEMBL261849,Q9UHD2,102.719586,3162.27766016838,5.5
850,CHEMBL261849,Q9UM73,97.35571352,6309.57344480194,5.2
851,CHEMBL261849,Q9UQM7,104.7270725,7943.28234724283,5.1
852,CHEMBL261849,Q9Y463,104.2871687,2511.88643150958,5.6
853,CHEMBL274064,O00141,97.4138055,6309.57344480194,5.2
854,CHEMBL274064,O14757,99.76155302,7943.28234724283,5.1
855,CHEMBL274064,O14920,104.3196705,3162.27766016838,5.5
856,CHEMBL274064,O15111,101.4994611,3981.07170553497,5.4
857,CHEMBL274064,O15264,98.21552481,7943.28234724283,5.1
858,CHEMBL274064,O15530,103.1466039,3981.07170553497,5.4
859,CHEMBL274064,O43293,96.50948851,1258.92541179417,5.9
860,CHEMBL274064,O43781,96.04621481,1995.26231496888,5.7
861,CHEMBL274064,O60674,99.56738038,1584.89319246112,5.8
862,CHEMBL274064,O75116,102.503557,7943.28234724283,5.1
863,CHEMBL274064,O75582,97.90271748,1995.26231496888,5.7
864,CHEMBL274064,O94806,97.1908091,251.188643150958,6.6
865,CHEMBL274064,O95819,91.80612147,794.328234724283,6.1
866,CHEMBL274064,O96013,95.13444916,5011.87233627273,5.3
867,CHEMBL274064,O96017,101.2880896,5011.87233627273,5.3
868,CHEMBL274064,P00519,100.6467149,630.957344480193,6.2
869,CHEMBL274064,P00533,94.41179112,1258.92541179417,5.9
870,CHEMBL274064,P04626,93.68590508,1584.89319246112,5.8
871,CHEMBL274064,P04629,100.3864161,2511.88643150958,5.6
872,CHEMBL274064,P05129,87.81336278,6309.57344480194,5.2
873,CHEMBL274064,P06239,80.11981316,125.892541179417,6.9
874,CHEMBL274064,P06241,91.09736393,794.328234724283,6.1
875,CHEMBL274064,P06493,94.73403637,7943.28234724283,5.1
876,CHEMBL274064,P07333,100.0823339,2511.88643150958,5.6
877,CHEMBL274064,P07948,87.4891364,316.227766016838,6.5
878,CHEMBL274064,P07949,89.43779478,1258.92541179417,5.9
879,CHEMBL274064,P08069,103.628961,1258.92541179417,5.9
880,CHEMBL274064,P11309,96.99175794,1000,6
881,CHEMBL274064,P11362,91.19815379,5011.87233627273,5.3
882,CHEMBL274064,P15735,104.4991251,5011.87233627273,5.3
883,CHEMBL274064,P17252,89.07724689,1584.89319246112,5.8
884,CHEMBL274064,P17948,89.273918,398.107170553497,6.4
885,CHEMBL274064,P22607,100.4718638,1995.26231496888,5.7
886,CHEMBL274064,P23443,90.87214909,6309.57344480194,5.2
887,CHEMBL274064,P24941,96.07890756,7943.28234724283,5.1
888,CHEMBL274064,P27448,102.8311616,6309.57344480194,5.2
889,CHEMBL274064,P28482,96.62195237,3162.27766016838,5.5
890,CHEMBL274064,P29317,102.3730119,7943.28234724283,5.1
891,CHEMBL274064,P29597,99.76873697,1995.26231496888,5.7
892,CHEMBL274064,P30530,101.5605627,1995.26231496888,5.7
893,CHEMBL274064,P31749,99.88138629,7943.28234724283,5.1
894,CHEMBL274064,P31751,94.79466341,7943.28234724283,5.1
895,CHEMBL274064,P35916,116.3409333,6309.57344480194,5.2
896,CHEMBL274064,P35968,102.0017295,5011.87233627273,5.3
897,CHEMBL274064,P36888,90.33283719,2511.88643150958,5.6
898,CHEMBL274064,P45983,94.83889926,3162.27766016838,5.5
899,CHEMBL274064,P45984,105.4609233,2511.88643150958,5.6
900,CHEMBL274064,P49137,97.62814976,7943.28234724283,5.1
901,CHEMBL274064,P49760,99.67241766,1258.92541179417,5.9
902,CHEMBL274064,P49840,97.54202502,2511.88643150958,5.6
903,CHEMBL274064,P49841,101.2347232,6309.57344480194,5.2
904,CHEMBL274064,P51451,102.3927091,1584.89319246112,5.8
905,CHEMBL274064,P51617,114.4482257,6309.57344480194,5.2
906,CHEMBL274064,P51812,92.24561672,7943.28234724283,5.1
907,CHEMBL274064,P51817,96.7521505,1584.89319246112,5.8
908,CHEMBL274064,P51955,102.6943002,10000,5
909,CHEMBL274064,P51957,99.45429925,6309.57344480194,5.2
910,CHEMBL274064,P52333,96.92507286,1584.89319246112,5.8
911,CHEMBL274064,P53350,101.2185049,7943.28234724283,5.1
912,CHEMBL274064,P53667,89.56383757,794.328234724283,6.1
913,CHEMBL274064,P78368,118.9797353,3162.27766016838,5.5
914,CHEMBL274064,Q00535,98.659217875,10000,5
915,CHEMBL274064,Q05397,94.06035744,1584.89319246112,5.8
916,CHEMBL274064,Q08881,90.54920629,1584.89319246112,5.8
917,CHEMBL274064,Q12851,101.6159372,6309.57344480194,5.2
918,CHEMBL274064,Q13153,97.36956054,10000,5
919,CHEMBL274064,Q13464,102.6609694,10000,5
920,CHEMBL274064,Q13882,73.41571716,2511.88643150958,5.6
921,CHEMBL274064,Q14289,94.56988271,1584.89319246112,5.8
922,CHEMBL274064,Q14680,100.0417611,794.328234724283,6.1
923,CHEMBL274064,Q15303,86.80837804,2511.88643150958,5.6
924,CHEMBL274064,Q16513,97.14201655,7943.28234724283,5.1
925,CHEMBL274064,Q16620,102.883055,5011.87233627273,5.3
926,CHEMBL274064,Q16644,99.42301567,10000,5
927,CHEMBL274064,Q5VT25,101.2294624,10000,5
928,CHEMBL274064,Q7KZI7,97.04102174,7943.28234724283,5.1
929,CHEMBL274064,Q7L7X3,92.65874712,10000,5
930,CHEMBL274064,Q8IW41,94.00421949,1584.89319246112,5.8
931,CHEMBL274064,Q8N4C8,96.12527079,1258.92541179417,5.9
932,CHEMBL274064,Q8NE63,96.56566844,7943.28234724283,5.1
933,CHEMBL274064,Q8TDC3,99.71069148,10000,5
934,CHEMBL274064,Q96KB5,94.94160962,10000,5
935,CHEMBL274064,Q96PF2,100.0281943,1584.89319246112,5.8
936,CHEMBL274064,Q96SB4,103.2607059,7943.28234724283,5.1
937,CHEMBL274064,Q9BXA7,105.9992079,1584.89319246112,5.8
938,CHEMBL274064,Q9BZL6,50.36698432,1258.92541179417,5.9
939,CHEMBL274064,Q9H2G2,99.93700617,10000,5
940,CHEMBL274064,Q9H2X6,105.8129487,3162.27766016838,5.5
941,CHEMBL274064,Q9H4B4,97.83231907,7943.28234724283,5.1
942,CHEMBL274064,Q9HAZ1,96.94242975,1000,6
943,CHEMBL274064,Q9HBH9,92.14042924,10000,5
944,CHEMBL274064,Q9NWZ3,123.1434693,10000,5
945,CHEMBL274064,Q9NYL2,97.99766803,7943.28234724283,5.1
946,CHEMBL274064,Q9P1W9,100.2245912,1584.89319246112,5.8
947,CHEMBL274064,Q9UM73,102.0317034,1258.92541179417,5.9
948,CHEMBL274064,Q9Y243,92.57251888,10000,5
949,CHEMBL274064,Q9Y4K4,103.0511112,501.187233627273,6.3
950,CHEMBL274064,Q9Y6E0,98.7504462,3162.27766016838,5.5
951,CHEMBL278041,O00141,101.3493859,6309.57344480194,5.2
952,CHEMBL278041,O14757,98.9090216,3162.27766016838,5.5
953,CHEMBL278041,O43293,100.1336988,5011.87233627273,5.3
954,CHEMBL278041,O60674,96.22546224,2511.88643150958,5.6
955,CHEMBL278041,O75116,93.59972501,3981.07170553497,5.4
956,CHEMBL278041,O94806,94.15180084,2511.88643150958,5.6
957,CHEMBL278041,O95819,100.835129595,1000,6
958,CHEMBL278041,O96013,98.6187754,5011.87233627273,5.3
959,CHEMBL278041,P00519,95.20533292,2511.88643150958,5.6
960,CHEMBL278041,P04629,105.0165153,3162.27766016838,5.5
961,CHEMBL278041,P06239,92.55351774,5011.87233627273,5.3
962,CHEMBL278041,P06241,87.47608493,6309.57344480194,5.2
963,CHEMBL278041,P07333,96.91202115,1995.26231496888,5.7
964,CHEMBL278041,P07949,89.26819714,3162.27766016838,5.5
965,CHEMBL278041,P08069,107.8454652,1258.92541179417,5.9
966,CHEMBL278041,P08631,97.55219016,3162.27766016838,5.5
967,CHEMBL278041,P08922,89.75995102,2511.88643150958,5.6
968,CHEMBL278041,P09619,103.8260076,1995.26231496888,5.7
969,CHEMBL278041,P11309,106.3929457,6309.57344480194,5.2
970,CHEMBL278041,P11362,86.7907248,3981.07170553497,5.4
971,CHEMBL278041,P16234,98.79956582,3162.27766016838,5.5
972,CHEMBL278041,P17252,101.7003769,1000,6
973,CHEMBL278041,P17948,90.60683538,3981.07170553497,5.4
974,CHEMBL278041,P27448,104.8115781,5011.87233627273,5.3
975,CHEMBL278041,P29376,97.11816266,1584.89319246112,5.8
976,CHEMBL278041,P34947,104.0464717,3981.07170553497,5.4
977,CHEMBL278041,P35968,99.899947,1995.26231496888,5.7
978,CHEMBL278041,P36507,101.1699753,3981.07170553497,5.4
979,CHEMBL278041,P36888,95.13994433,2511.88643150958,5.6
980,CHEMBL278041,P45983,97.9929106,501.187233627273,6.3
981,CHEMBL278041,P45984,93.38736837,251.188643150958,6.6
982,CHEMBL278041,P49760,104.5080285,3981.07170553497,5.4
983,CHEMBL278041,P49840,91.06313058,3981.07170553497,5.4
984,CHEMBL278041,P49841,76.60858318,2511.88643150958,5.6
985,CHEMBL278041,P50613,99.42089835,3981.07170553497,5.4
986,CHEMBL278041,P50750,91.9620299,1584.89319246112,5.8
987,CHEMBL278041,P51812,96.13653862,3981.07170553497,5.4
988,CHEMBL278041,P51817,84.02465833,3162.27766016838,5.5
989,CHEMBL278041,P51955,101.1887387,3162.27766016838,5.5
990,CHEMBL278041,P52333,95.75379185,5011.87233627273,5.3
991,CHEMBL278041,P53667,91.38060907,3162.27766016838,5.5
992,CHEMBL278041,P53779,116.8758296,63.0957344480193,7.2
993,CHEMBL278041,Q00535,96.66547034,3162.27766016838,5.5
994,CHEMBL278041,Q02750,92.95939199,3162.27766016838,5.5
995,CHEMBL278041,Q02779,32.83992863,3162.27766016838,5.5
996,CHEMBL278041,Q04771,106.466383,3162.27766016838,5.5
997,CHEMBL278041,Q04912,101.5374598,3981.07170553497,5.4
998,CHEMBL278041,Q05397,96.91286308,3981.07170553497,5.4
999,CHEMBL278041,Q06187,101.1605005,6309.57344480194,5.2
1000,CHEMBL278041,Q06418,97.45820489,3162.27766016838,5.5
1001,CHEMBL278041,Q07912,83.15793446,3981.07170553497,5.4
1002,CHEMBL278041,Q12851,101.2289738,2511.88643150958,5.6
1003,CHEMBL278041,Q13464,101.3122344,3981.07170553497,5.4
1004,CHEMBL278041,Q14164,100.7698111,3162.27766016838,5.5
1005,CHEMBL278041,Q14680,101.7609517,1995.26231496888,5.7
1006,CHEMBL278041,Q16288,100.9217093,2511.88643150958,5.6
1007,CHEMBL278041,Q16539,32.76285273,5.01187233627271,8.3
1008,CHEMBL278041,Q16620,102.2922939,794.328234724283,6.1
1009,CHEMBL278041,Q5S007,95.80630012,2511.88643150958,5.6
1010,CHEMBL278041,Q7L7X3,98.53336161,6309.57344480194,5.2
1011,CHEMBL278041,Q8IU85,102.2689643,2511.88643150958,5.6
1012,CHEMBL278041,Q96L34,100.436851,5011.87233627273,5.3
1013,CHEMBL278041,Q96RR4,117.9418254,2511.88643150958,5.6
1014,CHEMBL278041,Q9H0K1,83.37600194,3981.07170553497,5.4
1015,CHEMBL278041,Q9HAZ1,105.5817516,2511.88643150958,5.6
1016,CHEMBL278041,Q9UHD2,95.17014674,3162.27766016838,5.5
1017,CHEMBL278041,Q9UM73,103.6746499,6309.57344480194,5.2
1018,CHEMBL278041,Q9UQM7,103.6314741,3981.07170553497,5.4
1019,CHEMBL278041,Q9Y463,104.9374792,2511.88643150958,5.6
1020,CHEMBL278041,Q9Y6E0,95.18590961,2511.88643150958,5.6
1021,CHEMBL296586,O00141,106.5781823,10000,5
1022,CHEMBL296586,O14757,89.00517674,3981.07170553497,5.4
1023,CHEMBL296586,O14920,100.9566945,3162.27766016838,5.5
1024,CHEMBL296586,O15111,98.5926182,3981.07170553497,5.4
1025,CHEMBL296586,O15264,102.937655,7943.28234724283,5.1
1026,CHEMBL296586,O15530,94.88420372,1258.92541179417,5.9
1027,CHEMBL296586,O43293,110.536376,1258.92541179417,5.9
1028,CHEMBL296586,O60674,101.6697167,1584.89319246112,5.8
1029,CHEMBL296586,O75116,84.60735454,2511.88643150958,5.6
1030,CHEMBL296586,O96013,92.19503978,5011.87233627273,5.3
1031,CHEMBL296586,O96017,59.03194718,630.957344480193,6.2
1032,CHEMBL296586,P00519,82.58765161,158.489319246112,6.8
1033,CHEMBL296586,P00533,103.565,1995.26231496888,5.7
1034,CHEMBL296586,P04626,103.3054287,1584.89319246112,5.8
1035,CHEMBL296586,P04629,111.5893196,2511.88643150958,5.6
1036,CHEMBL296586,P05129,93.78620011,7943.28234724283,5.1
1037,CHEMBL296586,P06239,81.93,1584.89319246112,5.8
1038,CHEMBL296586,P06241,73.44241861,63.0957344480193,7.2
1039,CHEMBL296586,P07333,92.57447917,1995.26231496888,5.7
1040,CHEMBL296586,P07948,67.18,125.892541179417,6.9
1041,CHEMBL296586,P08069,102.8029759,1995.26231496888,5.7
1042,CHEMBL296586,P11309,96.80345663,2511.88643150958,5.6
1043,CHEMBL296586,P11362,99.36913035,5011.87233627273,5.3
1044,CHEMBL296586,P17252,98.56803134,7943.28234724283,5.1
1045,CHEMBL296586,P17948,78.915,398.107170553497,6.4
1046,CHEMBL296586,P22607,100.5459628,1995.26231496888,5.7
1047,CHEMBL296586,P23443,99.395,6309.57344480194,5.2
1048,CHEMBL296586,P24941,44.6532132,100,7
1049,CHEMBL296586,P27448,76.82433648,630.957344480193,6.2
1050,CHEMBL296586,P28482,90.48167857,7943.28234724283,5.1
1051,CHEMBL296586,P29317,98.34,3162.27766016838,5.5
1052,CHEMBL296586,P29597,81.69422141,1995.26231496888,5.7
1053,CHEMBL296586,P31749,99.91503632,7943.28234724283,5.1
1054,CHEMBL296586,P31751,103.5792455,7943.28234724283,5.1
1055,CHEMBL296586,P35916,78.695,398.107170553497,6.4
1056,CHEMBL296586,P35968,98.09869782,1995.26231496888,5.7
1057,CHEMBL296586,P36888,47.72555729,1584.89319246112,5.8
1058,CHEMBL296586,P45983,87.4510545,3162.27766016838,5.5
1059,CHEMBL296586,P45984,93.84675519,3981.07170553497,5.4
1060,CHEMBL296586,P49137,101.4893909,7943.28234724283,5.1
1061,CHEMBL296586,P49840,5.865,7.94328234724282,8.1
1062,CHEMBL296586,P49841,19.66774702,19.9526231496888,7.7
1063,CHEMBL296586,P51451,92.73818958,1584.89319246112,5.8
1064,CHEMBL296586,P51812,94.26053438,7943.28234724283,5.1
1065,CHEMBL296586,P51955,87.11132576,10000,5
1066,CHEMBL296586,P52333,102.8045769,1584.89319246112,5.8
1067,CHEMBL296586,P53350,94.85875077,7943.28234724283,5.1
1068,CHEMBL296586,P53667,99.18385313,7943.28234724283,5.1
1069,CHEMBL296586,Q00535,67.76503517,1584.89319246112,5.8
1070,CHEMBL296586,Q08881,101.5797846,1584.89319246112,5.8
1071,CHEMBL296586,Q13153,85.03631518,10000,5
1072,CHEMBL296586,Q13464,96.09347983,1995.26231496888,5.7
1073,CHEMBL296586,Q15303,100.8648251,3981.07170553497,5.4
1074,CHEMBL296586,Q16620,95.04,5011.87233627273,5.3
1075,CHEMBL296586,Q16644,100.2884244,10000,5
1076,CHEMBL296586,Q5VT25,95.92691837,5011.87233627273,5.3
1077,CHEMBL296586,Q7KZI7,74.32044392,1000,6
1078,CHEMBL296586,Q9BZL6,100.1183161,10000,5
1079,CHEMBL296586,Q9H4B4,95.98320137,7943.28234724283,5.1
1080,CHEMBL296586,Q9NWZ3,88.2502567,10000,5
1081,CHEMBL296586,Q9P1W9,104.2,1584.89319246112,5.8
1082,CHEMBL296586,Q9Y243,105.4612681,10000,5
1083,CHEMBL296586,Q9Y6E0,84.78014548,630.957344480193,6.2
1084,CHEMBL302449,O00141,79.08430983,10000,5
1085,CHEMBL302449,O14920,90.38390759,3162.27766016838,5.5
1086,CHEMBL302449,O15111,101.9873852,3981.07170553497,5.4
1087,CHEMBL302449,O15264,6.712942009,7943.28234724283,5.1
1088,CHEMBL302449,O15530,63.23017768,12.5892541179417,7.9
1089,CHEMBL302449,O43293,93.64607436,1258.92541179417,5.9
1090,CHEMBL302449,O75116,48.51980638,316.227766016838,6.5
1091,CHEMBL302449,O96013,43.99226393,63.0957344480193,7.2
1092,CHEMBL302449,O96017,50.20051886,79.4328234724283,7.1
1093,CHEMBL302449,P00519,84.61203643,630.957344480193,6.2
1094,CHEMBL302449,P00533,63.61820476,19.9526231496888,7.7
1095,CHEMBL302449,P04626,106.9086454,251.188643150958,6.6
1096,CHEMBL302449,P05129,72.14734803,39.8107170553497,7.4
1097,CHEMBL302449,P06239,84.27025048,1995.26231496888,5.7
1098,CHEMBL302449,P06241,90.64341954,794.328234724283,6.1
1099,CHEMBL302449,P06493,47.11845587,15.8489319246111,7.8
1100,CHEMBL302449,P07333,84.08357184,1584.89319246112,5.8
1101,CHEMBL302449,P07948,94.35484649,251.188643150958,6.6
1102,CHEMBL302449,P08069,98.31881708,1000,6
1103,CHEMBL302449,P11309,36.07731763,100,7
1104,CHEMBL302449,P11362,63.30768352,100,7
1105,CHEMBL302449,P17252,7.58212298,158.489319246112,6.8
1106,CHEMBL302449,P17948,63.6134126,158.489319246112,6.8
1107,CHEMBL302449,P22607,76.71857399,1995.26231496888,5.7
1108,CHEMBL302449,P23443,21.58274911,50.1187233627273,7.3
1109,CHEMBL302449,P24941,24.328301595,15.8489319246111,7.8
1110,CHEMBL302449,P27448,13.87816086,19.9526231496888,7.7
1111,CHEMBL302449,P28482,104.0853694,100,7
1112,CHEMBL302449,P29317,92.47567883,3162.27766016838,5.5
1113,CHEMBL302449,P29597,2.621467427,3.16227766016838,8.5
1114,CHEMBL302449,P31749,108.1931403,7943.28234724283,5.1
1115,CHEMBL302449,P31751,109.5412476,7943.28234724283,5.1
1116,CHEMBL302449,P35916,38.24175775,125.892541179417,6.9
1117,CHEMBL302449,P35968,56.98907537,125.892541179417,6.9
1118,CHEMBL302449,P36888,5.266198493,31.6227766016838,7.5
1119,CHEMBL302449,P45983,78.66096978,79.4328234724283,7.1
1120,CHEMBL302449,P45984,86.02759268,3981.07170553497,5.4
1121,CHEMBL302449,P49137,108.5652542,7943.28234724283,5.1
1122,CHEMBL302449,P49840,35.63340132,63.0957344480193,7.2
1123,CHEMBL302449,P49841,38.90566736,15.8489319246111,7.8
1124,CHEMBL302449,P51451,68.07035995,31.6227766016838,7.5
1125,CHEMBL302449,P51812,5.92771335,2.51188643150958,8.6
1126,CHEMBL302449,P51955,89.92907043,10000,5
1127,CHEMBL302449,P52333,2.438238573,0.630957344480194,9.2
1128,CHEMBL302449,P53350,102.7701036,7943.28234724283,5.1
1129,CHEMBL302449,P53667,45.33831186,50.1187233627273,7.3
1130,CHEMBL302449,Q00535,14.8974878135,15.8489319246111,7.8
1131,CHEMBL302449,Q08881,4.324667454,25.1188643150958,7.6
1132,CHEMBL302449,Q13153,83.27916448,10000,5
1133,CHEMBL302449,Q13464,61.87111945,79.4328234724283,7.1
1134,CHEMBL302449,Q15303,100.3865559,3981.07170553497,5.4
1135,CHEMBL302449,Q16644,83.69813029,10000,5
1136,CHEMBL302449,Q5VT25,92.10398814,10000,5
1137,CHEMBL302449,Q7KZI7,11.77127351,25.1188643150958,7.6
1138,CHEMBL302449,Q9BZL6,18.70056527,15.8489319246111,7.8
1139,CHEMBL302449,Q9H4B4,88.08099472,7943.28234724283,5.1
1140,CHEMBL302449,Q9NWZ3,63.51547913,12.5892541179417,7.9
1141,CHEMBL302449,Q9P1W9,100.6578018,1584.89319246112,5.8
1142,CHEMBL302449,Q9Y243,85.29438939,10000,5
1143,CHEMBL38380,O14757,103.3468425,7943.28234724283,5.1
1144,CHEMBL38380,O14920,90.39960622,3162.27766016838,5.5
1145,CHEMBL38380,O15111,116.1891315,3981.07170553497,5.4
1146,CHEMBL38380,O15264,76.62890001,7943.28234724283,5.1
1147,CHEMBL38380,O15530,91.32292092,3981.07170553497,5.4
1148,CHEMBL38380,O43293,93.00675705,1258.92541179417,5.9
1149,CHEMBL38380,O60674,106.5685244,1584.89319246112,5.8
1150,CHEMBL38380,O75116,37.80071941,50.1187233627273,7.3
1151,CHEMBL38380,O94806,98.853903,1000,6
1152,CHEMBL38380,O95819,70.899520165,2511.88643150958,5.6
1153,CHEMBL38380,O96013,110.0034339,5011.87233627273,5.3
1154,CHEMBL38380,O96017,98.92515226,7943.28234724283,5.1
1155,CHEMBL38380,P00519,96.84429366,630.957344480193,6.2
1156,CHEMBL38380,P00533,99.11010376,1995.26231496888,5.7
1157,CHEMBL38380,P04626,107.609462,1584.89319246112,5.8
1158,CHEMBL38380,P04629,89.64886548,2511.88643150958,5.6
1159,CHEMBL38380,P05129,109.9938124,3981.07170553497,5.4
1160,CHEMBL38380,P06239,101.1271865,2511.88643150958,5.6
1161,CHEMBL38380,P06241,106.3163161,794.328234724283,6.1
1162,CHEMBL38380,P06493,95.660377575,7943.28234724283,5.1
1163,CHEMBL38380,P07333,97.92355904,2511.88643150958,5.6
1164,CHEMBL38380,P07948,105.8345119,1584.89319246112,5.8
1165,CHEMBL38380,P07949,97.82526068,3162.27766016838,5.5
1166,CHEMBL38380,P08069,111.8634837,1000,6
1167,CHEMBL38380,P11309,76.98421445,6309.57344480194,5.2
1168,CHEMBL38380,P11362,94.55418293,3981.07170553497,5.4
1169,CHEMBL38380,P16234,105.9063243,2511.88643150958,5.6
1170,CHEMBL38380,P17252,94.82687551,79.4328234724283,7.1
1171,CHEMBL38380,P17948,89.98091269,398.107170553497,6.4
1172,CHEMBL38380,P22607,94.3799032,1995.26231496888,5.7
1173,CHEMBL38380,P24941,97.00695406,7943.28234724283,5.1
1174,CHEMBL38380,P27448,96.04561939,5011.87233627273,5.3
1175,CHEMBL38380,P28482,98.06749722,7943.28234724283,5.1
1176,CHEMBL38380,P29317,102.3980716,7943.28234724283,5.1
1177,CHEMBL38380,P29376,95.16072551,2511.88643150958,5.6
1178,CHEMBL38380,P31749,99.34814108,3162.27766016838,5.5
1179,CHEMBL38380,P31751,115.1899262,7943.28234724283,5.1
1180,CHEMBL38380,P34947,109.0715808,3981.07170553497,5.4
1181,CHEMBL38380,P35916,93.9932979,6309.57344480194,5.2
1182,CHEMBL38380,P35968,86.88584723,1995.26231496888,5.7
1183,CHEMBL38380,P36507,117.1496018,3981.07170553497,5.4
1184,CHEMBL38380,P36888,103.0835507,2511.88643150958,5.6
1185,CHEMBL38380,P45983,89.72019335,3162.27766016838,5.5
1186,CHEMBL38380,P45984,86.96969109,3981.07170553497,5.4
1187,CHEMBL38380,P49137,100.5408864,7943.28234724283,5.1
1188,CHEMBL38380,P49760,95.05280306,3162.27766016838,5.5
1189,CHEMBL38380,P49840,102.103074,3162.27766016838,5.5
1190,CHEMBL38380,P49841,101.9553238,2511.88643150958,5.6
1191,CHEMBL38380,P50613,95.45160962,2511.88643150958,5.6
1192,CHEMBL38380,P50750,83.3583617,1584.89319246112,5.8
1193,CHEMBL38380,P51451,85.28877617,1584.89319246112,5.8
1194,CHEMBL38380,P51812,91.1953989,1000,6
1195,CHEMBL38380,P51817,23.45664105,50.1187233627273,7.3
1196,CHEMBL38380,P51955,92.33271043,10000,5
1197,CHEMBL38380,P52333,119.6534772,1584.89319246112,5.8
1198,CHEMBL38380,P53350,102.8911554,7943.28234724283,5.1
1199,CHEMBL38380,P53667,100.2438732,10000,5
1200,CHEMBL38380,Q00535,92.070012775,2511.88643150958,5.6
1201,CHEMBL38380,Q02750,83.00460465,2511.88643150958,5.6
1202,CHEMBL38380,Q04771,96.51300276,3981.07170553497,5.4
1203,CHEMBL38380,Q04912,92.70990082,3981.07170553497,5.4
1204,CHEMBL38380,Q05397,93.91232994,6309.57344480194,5.2
1205,CHEMBL38380,Q06187,96.4994361,6309.57344480194,5.2
1206,CHEMBL38380,Q06418,87.89805464,3162.27766016838,5.5
1207,CHEMBL38380,Q07912,89.3529158,3981.07170553497,5.4
1208,CHEMBL38380,Q08881,90.74708011,1584.89319246112,5.8
1209,CHEMBL38380,Q12851,45.73808341,2511.88643150958,5.6
1210,CHEMBL38380,Q13153,94.56656021,10000,5
1211,CHEMBL38380,Q13464,60.15030761,31.6227766016838,7.5
1212,CHEMBL38380,Q14164,100.9620392,3162.27766016838,5.5
1213,CHEMBL38380,Q15303,101.4992291,3981.07170553497,5.4
1214,CHEMBL38380,Q16288,85.45700234,3162.27766016838,5.5
1215,CHEMBL38380,Q16539,91.88736005,3981.07170553497,5.4
1216,CHEMBL38380,Q16620,102.4552182,3981.07170553497,5.4
1217,CHEMBL38380,Q16644,99.65724351,10000,5
1218,CHEMBL38380,Q5S007,94.17025497,1995.26231496888,5.7
1219,CHEMBL38380,Q5VT25,98.76375058,10000,5
1220,CHEMBL38380,Q7KZI7,107.5265582,7943.28234724283,5.1
1221,CHEMBL38380,Q7L7X3,123.2498925,6309.57344480194,5.2
1222,CHEMBL38380,Q8IU85,91.4565896,2511.88643150958,5.6
1223,CHEMBL38380,Q9BZL6,84.98835716,1258.92541179417,5.9
1224,CHEMBL38380,Q9H4B4,101.9441219,7943.28234724283,5.1
1225,CHEMBL38380,Q9HAZ1,97.08317299,316.227766016838,6.5
1226,CHEMBL38380,Q9NWZ3,108.1956687,10000,5
1227,CHEMBL38380,Q9P1W9,93.23283091,1584.89319246112,5.8
1228,CHEMBL38380,Q9UHD2,97.31531951,3162.27766016838,5.5
1229,CHEMBL38380,Q9UM73,119.4992723,6309.57344480194,5.2
1230,CHEMBL38380,Q9UQM7,99.8985738,7943.28234724283,5.1
1231,CHEMBL38380,Q9Y243,94.10637949,6309.57344480194,5.2
1232,CHEMBL38380,Q9Y463,96.31863557,1258.92541179417,5.9
1233,CHEMBL38380,Q9Y4K4,99.55691616,3981.07170553497,5.4
1234,CHEMBL477772,O14757,109.7650766,3162.27766016838,5.5
1235,CHEMBL477772,O43293,92.26381989,5011.87233627273,5.3
1236,CHEMBL477772,O60674,101.4021173,2511.88643150958,5.6
1237,CHEMBL477772,O94806,96.03024438,3981.07170553497,5.4
1238,CHEMBL477772,O95819,90.510543675,316.227766016838,6.5
1239,CHEMBL477772,O96013,92.00532224,5011.87233627273,5.3
1240,CHEMBL477772,P00519,63.69756044,316.227766016838,6.5
1241,CHEMBL477772,P04629,91.82001811,3162.27766016838,5.5
1242,CHEMBL477772,P06239,43.29249061,501.187233627273,6.3
1243,CHEMBL477772,P06241,79.61344126,1995.26231496888,5.7
1244,CHEMBL477772,P07333,10.96636119,19.9526231496888,7.7
1245,CHEMBL477772,P07949,25.68237114,79.4328234724283,7.1
1246,CHEMBL477772,P08069,89.01103905,1995.26231496888,5.7
1247,CHEMBL477772,P09619,40.41903458,3.98107170553497,8.4
1248,CHEMBL477772,P11309,99.96448703,6309.57344480194,5.2
1249,CHEMBL477772,P11362,54.20703614,158.489319246112,6.8
1250,CHEMBL477772,P16234,13.94496099,630.957344480193,6.2
1251,CHEMBL477772,P17252,94.43406677,1258.92541179417,5.9
1252,CHEMBL477772,P17948,27.16608722,15.8489319246111,7.8
1253,CHEMBL477772,P29376,80.18656551,1584.89319246112,5.8
1254,CHEMBL477772,P34947,99.56418293,3981.07170553497,5.4
1255,CHEMBL477772,P35968,16.88335222,3.16227766016838,8.5
1256,CHEMBL477772,P36507,94.79983748,3981.07170553497,5.4
1257,CHEMBL477772,P36888,40.65612671,3162.27766016838,5.5
1258,CHEMBL477772,P45983,90.3781802,501.187233627273,6.3
1259,CHEMBL477772,P45984,94.51600915,1995.26231496888,5.7
1260,CHEMBL477772,P49760,90.94395035,3981.07170553497,5.4
